tractid,blockgroups
15000US12071040120,0
15000US12071010201,6
15000US12071040122,2
15000US12071040123,2
15000US12071040124,2
15000US12071040125,0
15000US12071040126,1
15000US12071040127,2
15000US51013101802,4
15000US25001013600,2
15000US10003014000,3
15000US36081007500,2
15000US36083051500,2
15000US29510106300,3
15000US48113018204,1
15000US29187951100,4
15000US29059480100,3
15000US06037205120,1
15000US39061009300,3
15000US48029110500,0
15000US72009250100,2
15000US34039031200,3
15000US42095017000,1
15000US34027044601,1
15000US34027044602,2
15000US26103000500,0
15000US48497150603,2
15000US05033020502,3
15000US48453001756,1
15000US05033020501,1
15000US42029303902,1
15000US42039110300,3
15000US16051960400,3
15000US04005944900,2
15000US34029735104,2
15000US32003005104,2
15000US39035115300,0
15000US34029735101,0
15000US34029735103,4
15000US37119005200,2
15000US18003011100,2
15000US06037236203,1
15000US06037236202,2
15000US06037236204,1
15000US09003980000,0
15000US12083000901,2
15000US39099800500,2
15000US34023004400,2
15000US41051001101,1
15000US37147000202,1
15000US36067013600,2
15000US37147000201,3
15000US28017950200,1
15000US51047930300,2
15000US72097081501,2
15000US36005005300,1
15000US51580060100,3
15000US42133023301,1
15000US35028000100,2
15000US36067011600,2
15000US15007040400,4
15000US18157005500,1
15000US42017105003,2
15000US22097961000,1
15000US24033802002,2
15000US36047114600,1
15000US48113019016,2
15000US24033802001,2
15000US49003960400,2
15000US56035000101,1
15000US25003933400,2
15000US50007002800,2
15000US06055201800,1
15000US06065040813,1
15000US22103040201,2
15000US22103040202,2
15000US31153010302,0
15000US37163970200,3
15000US04013614800,2
15000US48453001753,0
15000US26021011600,1
15000US36029013900,0
15000US22113950902,2
15000US53033031206,2
15000US22113950901,1
15000US53021020300,2
15000US36047049900,1
15000US47103975100,1
15000US36099950100,1
15000US12011070601,1
15000US12011070602,1
15000US51710002100,0
15000US05021950200,2
15000US36119003200,1
15000US39055312201,4
15000US26061990000,0
15000US39141956600,2
15000US06031001701,4
15000US49049002206,1
15000US19193000700,2
15000US12071050400,4
15000US19075960400,1
15000US42125751100,4
15000US18097352400,2
15000US42129804900,2
15000US12099002600,0
15000US42017101900,1
15000US17183010600,2
15000US06073012700,1
15000US42133023302,3
15000US42019902300,2
15000US40109108216,0
15000US38017000700,1
15000US40109108215,2
15000US25005642000,2
15000US40109108213,3
15000US47163042701,4
15000US51143010500,2
15000US06079011600,2
15000US06037201110,2
15000US50025968700,2
15000US47163042702,1
15000US26163533300,1
15000US40109108219,0
15000US18069961500,3
15000US54019021100,2
15000US12086020300,2
15000US36005008500,4
15000US17117956300,2
15000US34005702804,1
15000US48121021731,1
15000US22055000603,1
15000US34005702807,1
15000US17119400903,2
15000US34005702806,1
15000US17119400904,2
15000US04013618000,2
15000US06065042623,0
15000US06065042622,0
15000US06065042621,1
15000US06065042620,1
15000US40051000600,3
15000US40071001200,3
15000US06065042624,0
15000US48201421600,3
15000US36103123102,2
15000US23011010100,3
15000US36103112001,1
15000US29095008600,4
15000US13271950200,1
15000US48201540901,0
15000US53067012620,4
15000US45031011600,2
15000US37035011101,1
15000US54089000800,2
15000US37035011102,3
15000US47037015700,0
15000US17201001600,5
15000US51059470800,1
15000US08077001001,2
15000US55087011502,3
15000US13301970500,2
15000US72067820400,1
15000US18017951200,2
15000US34003002100,1
15000US12031002801,3
15000US37013930900,2
15000US26077001702,3
15000US26077001701,3
15000US54039000600,3
15000US08031005200,3
15000US42079214300,1
15000US12095017107,0
15000US48113017101,1
15000US47163042801,1
15000US51001090400,3
15000US45045003707,1
15000US06067008703,2
15000US27057070500,1
15000US24017851200,3
15000US37043950100,3
15000US42101020800,1
15000US40137001100,4
15000US25013802400,3
15000US08101001200,1
15000US72127010200,2
15000US17031815100,2
15000US16001002000,3
15000US55141010900,4
15000US17163501200,2
15000US06073017303,2
15000US55079100200,3
15000US72054580100,2
15000US06073017306,1
15000US06073017305,2
15000US06073017304,3
15000US34005700102,1
15000US25017333600,5
15000US27111961300,3
15000US48029171902,2
15000US21027960400,0
15000US42073000600,0
15000US21161960500,0
15000US12099006012,1
15000US01123962600,1
15000US51710006601,0
15000US47037016300,2
15000US27061480500,2
15000US39023001000,0
15000US04013816200,1
15000US51059440501,2
15000US01025957601,0
15000US53057940700,1
15000US06071001200,3
15000US51710000201,1
15000US51710000202,3
15000US54081000804,4
15000US23029990000,0
15000US20173007201,1
15000US53033025601,2
15000US13121005800,0
15000US51550020001,0
15000US34013005300,1
15000US18127051102,1
15000US21021930100,3
15000US39151710700,2
15000US09001021200,2
15000US36013035300,1
15000US05131000600,3
15000US24031701210,2
15000US24031701213,4
15000US24031701212,2
15000US24031701215,3
15000US20173007204,2
15000US24031701216,3
15000US08045952001,1
15000US17197883401,3
15000US17197883402,1
15000US08045952002,5
15000US17031040900,1
15000US36081146300,1
15000US42041013200,4
15000US47009010301,2
15000US37161960100,3
15000US06075020900,3
15000US06037123510,1
15000US37031970503,2
15000US37031970502,1
15000US37031970501,1
15000US28077960100,3
15000US39049006921,3
15000US37031970504,1
15000US17067954300,4
15000US27123041106,1
15000US34025812100,1
15000US34027046298,2
15000US19025950100,2
15000US01069041400,2
15000US55123960500,3
15000US35001000116,1
15000US34013020600,4
15000US09003415600,2
15000US06037191810,2
15000US40109107303,1
15000US40109107302,2
15000US40109107305,1
15000US26099262600,1
15000US40109107306,2
15000US26075006803,2
15000US51800075101,4
15000US26075006801,2
15000US37081015600,2
15000US26075006804,2
15000US22053000700,2
15000US48221160210,1
15000US36061006700,3
15000US36047078000,1
15000US48183000501,3
15000US39035196300,2
15000US26045020700,2
15000US32013010702,2
15000US32013010701,3
15000US53033032008,2
15000US48061012002,1
15000US36061003200,6
15000US53033032002,1
15000US55101001601,3
15000US36081025302,1
15000US53033032006,2
15000US53033032005,5
15000US36081025301,3
15000US22071001701,2
15000US22071001702,3
15000US42043020800,2
15000US01071951000,3
15000US55067960500,1
15000US05035030302,0
15000US05035030301,1
15000US31141965700,3
15000US72011810400,1
15000US06037106114,1
15000US34039030500,3
15000US13121008400,2
15000US42013101100,0
15000US18105000401,2
15000US08123000100,2
15000US34003055200,5
15000US23005017002,2
15000US36069051200,1
15000US23005017001,2
15000US06031000402,2
15000US04013421101,2
15000US04013421102,4
15000US19193001800,5
15000US42003496101,1
15000US06031000404,4
15000US06031000405,3
15000US47163043000,2
15000US54061010102,4
15000US48231961700,2
15000US06037501900,3
15000US42125742100,3
15000US39035182104,0
15000US01089000201,0
15000US01089000202,1
15000US18177010700,2
15000US39035182103,1
15000US12033000600,0
15000US19127950900,3
15000US53047970700,4
15000US48099010804,2
15000US17031150600,3
15000US21117063701,1
15000US21117063702,2
15000US51121020700,3
15000US06037212702,2
15000US06037212701,0
15000US21027960501,0
15000US42045406300,2
15000US36081065600,2
15000US48215023503,3
15000US26099261300,1
15000US06037574300,6
15000US48215023507,2
15000US48215023504,1
15000US13089023114,1
15000US13089023115,0
15000US13089023111,0
15000US13089023112,2
15000US13089023113,1
15000US06037262601,0
15000US17161022100,1
15000US06037262604,3
15000US48121021634,2
15000US53059950100,0
15000US48423001802,2
15000US53017950100,5
15000US13275960300,1
15000US06001437400,1
15000US06037222002,3
15000US53011040609,1
15000US13319960200,2
15000US06037222001,1
15000US39079957300,2
15000US22071008500,1
15000US53033007100,1
15000US22023990000,0
15000US37061090502,2
15000US53011040603,3
15000US53011040604,2
15000US49015976200,3
15000US39099813800,1
15000US25017311700,3
15000US41061970600,3
15000US48451001400,4
15000US36081046500,1
15000US41039000402,2
15000US48439102202,2
15000US48439102201,3
15000US21067001300,1
15000US37175960600,2
15000US48405950100,2
15000US42091203303,1
15000US06037121802,2
15000US06037209300,1
15000US06037121801,1
15000US48113019018,2
15000US48201341800,1
15000US08059010801,0
15000US27075370100,4
15000US25009251000,0
15000US42133001100,3
15000US53075000800,3
15000US06007000700,3
15000US72021032000,1
15000US06065043235,1
15000US39099812602,2
15000US06059087801,2
15000US06059087803,1
15000US06059087802,2
15000US06059087805,2
15000US17031809500,2
15000US06059087806,2
15000US30013000200,2
15000US36047003900,2
15000US25025090300,2
15000US17031730700,1
15000US53033030311,3
15000US36063023902,2
15000US36005019400,0
15000US53005010902,2
15000US53033030314,2
15000US55079090600,3
15000US26125167300,3
15000US42049011801,2
15000US36063023901,3
15000US18043070500,2
15000US47037018301,3
15000US06037214700,2
15000US72021030700,1
15000US29185480200,2
15000US39049007721,4
15000US39049007722,2
15000US48215021901,3
15000US48215021903,3
15000US53053073001,4
15000US29189215800,5
15000US12053041004,2
15000US06081613501,1
15000US06081613502,3
15000US55079018800,1
15000US12041950100,3
15000US12053041003,1
15000US27037060713,1
15000US16041970100,4
15000US42097080600,3
15000US22071007700,1
15000US41071030202,2
15000US39007001200,5
15000US26163501700,1
15000US40145030512,0
15000US39147963400,2
15000US34025809600,3
15000US39139001600,1
15000US26163506500,2
15000US48257050703,1
15000US47157008200,4
15000US39049008710,3
15000US51009010504,1
15000US17029001000,2
15000US51009010502,0
15000US27037060716,1
15000US26081011002,1
15000US26081011001,2
15000US06037138000,2
15000US36081040900,3
15000US36047023500,1
15000US11001001100,3
15000US34039031400,2
15000US27037060714,1
15000US09001200302,3
15000US09001200301,2
15000US26049002300,2
15000US36081047600,1
15000US48303010404,2
15000US22115950400,3
15000US26005032402,2
15000US42003413100,3
15000US40035373300,2
15000US06085504805,1
15000US06061020401,1
15000US47067960500,1
15000US06085504802,2
15000US06085504803,1
15000US27139080400,2
15000US24033801600,2
15000US36081097300,3
15000US19151780200,2
15000US35049010500,1
15000US35005001200,1
15000US06037195901,0
15000US05051011100,3
15000US06037195903,1
15000US34003032104,2
15000US13047030401,2
15000US13047030402,3
15000US42013011200,4
15000US25027735100,3
15000US48211950300,3
15000US51041100929,2
15000US51041100928,1
15000US25021457200,4
15000US21059000500,1
15000US45079011419,1
15000US37025041701,2
15000US40143009004,1
15000US40143009007,4
15000US17195001700,2
15000US51041100927,2
15000US18095011400,2
15000US40143009003,1
15000US51041100924,0
15000US06081602300,0
15000US17031050700,0
15000US36025971200,4
15000US41029002400,1
15000US51033030201,0
15000US51033030202,0
15000US18021040600,3
15000US12086002600,3
15000US34029722800,1
15000US17031260200,0
15000US55079007300,2
15000US34007608901,2
15000US25027720100,1
15000US36119014704,0
15000US48201511100,1
15000US12086017200,1
15000US36119014701,3
15000US42095014300,2
15000US36119014703,2
15000US06019004208,1
15000US20139010100,4
15000US26145013100,4
15000US53041970400,3
15000US06085506402,3
15000US06019004207,1
15000US06019004205,3
15000US24510271802,3
15000US06049000100,4
15000US24510271801,2
15000US48415950100,2
15000US21167960500,2
15000US39113010200,7
15000US53041970200,1
15000US48201550601,1
15000US53005011503,5
15000US48355001200,2
15000US72025201900,1
15000US26033971100,1
15000US36047072600,0
15000US42101035301,2
15000US37175960500,3
15000US48201522302,1
15000US48201522301,1
15000US48113007302,3
15000US39087050300,2
15000US40027200800,3
15000US53011040509,1
15000US12091020600,2
15000US53053072107,3
15000US26141950200,2
15000US55139003100,2
15000US48245006800,1
15000US06107003200,4
15000US06007000800,5
15000US12103020400,2
15000US51540001000,2
15000US48149970200,2
15000US34031143200,5
15000US53073011000,1
15000US41047010801,4
15000US41047010802,3
15000US35001001500,1
15000US26163568700,3
15000US37071030602,1
15000US37071030601,1
15000US06037401303,0
15000US48201555600,1
15000US18097342101,1
15000US34029725100,1
15000US36047043700,3
15000US06037401304,3
15000US18035000700,2
15000US06079010404,1
15000US06079010403,2
15000US02164000100,1
15000US39113000500,4
15000US51510201300,2
15000US48091310503,1
15000US26057000300,3
15000US09001043300,1
15000US17061973600,3
15000US36051030500,0
15000US39155931300,3
15000US48199030400,2
15000US45015020405,0
15000US48473680300,4
15000US36103146103,1
15000US31001965600,3
15000US36061020600,1
15000US36103146106,1
15000US36103146105,2
15000US19173180100,2
15000US55081950300,3
15000US36047009600,3
15000US51127700300,3
15000US55051180100,3
15000US17031010400,2
15000US06037480600,5
15000US36067940000,0
15000US48423001801,4
15000US39165030800,2
15000US51700031601,3
15000US23019012500,1
15000US37097061601,1
15000US20177004000,3
15000US37097061602,2
15000US06037482600,3
15000US41067031006,3
15000US06067007007,2
15000US06067007004,2
15000US41067031005,3
15000US41067031003,4
15000US45025950101,2
15000US06067007001,2
15000US20091053202,1
15000US17191955100,2
15000US24033803519,2
15000US24033803516,1
15000US24033803514,1
15000US24033803513,2
15000US18097390403,1
15000US13129970500,2
15000US12103022801,2
15000US12103022802,2
15000US47157020635,1
15000US31019969202,1
15000US48141003901,2
15000US12001000301,1
15000US01035960300,1
15000US47157020633,1
15000US12001000302,2
15000US51169030200,3
15000US20091052604,0
15000US25017365202,2
15000US25017365201,3
15000US20091052606,0
15000US27167950100,3
15000US29059480200,4
15000US42043024800,4
15000US20091052601,3
15000US37027031000,2
15000US34017012800,2
15000US49049010700,2
15000US08013060900,1
15000US06073019002,0
15000US36081098100,2
15000US06073019001,2
15000US28033071110,1
15000US47157022700,4
15000US47037013700,4
15000US36059407802,0
15000US72119992700,0
15000US33011200400,1
15000US36059407801,3
15000US24017850802,2
15000US24017850801,3
15000US36059303400,1
15000US48201231500,1
15000US12009060500,2
15000US26125166000,2
15000US36003951300,3
15000US42101021200,1
15000US18039002400,4
15000US36061022600,2
15000US21031930400,0
15000US34031175402,3
15000US47061955300,3
15000US19187000300,1
15000US20169000700,1
15000US06037276100,2
15000US41051008202,2
15000US06111005403,0
15000US05037950400,2
15000US06111005404,1
15000US53053071407,3
15000US06037408703,1
15000US37129011608,2
15000US06037408706,0
15000US06037408705,2
15000US06037408704,0
15000US27137000600,4
15000US26161403400,2
15000US38085940900,1
15000US39113050401,1
15000US49011127003,1
15000US49011127002,1
15000US22051021300,2
15000US49011127004,3
15000US48183010600,4
15000US06073020709,3
15000US06073020708,1
15000US42045401800,2
15000US06073020705,2
15000US54081001200,3
15000US06073020707,1
15000US06073020706,2
15000US26017280500,3
15000US25021422200,5
15000US39035194900,2
15000US45077010402,4
15000US42101014600,2
15000US51153900600,3
15000US37097060400,3
15000US53029970100,1
15000US39153501700,1
15000US72001956500,1
15000US37159051902,3
15000US53053940010,2
15000US40119010101,2
15000US06065030900,1
15000US24510010500,1
15000US37109070202,1
15000US37109070201,2
15000US48201554402,1
15000US26163588300,2
15000US37195000100,3
15000US31109001700,5
15000US08101000500,2
15000US48429950500,2
15000US48339694102,1
15000US42091202604,1
15000US36081060000,0
15000US42003191900,2
15000US46109940700,3
15000US26101000200,1
15000US32007951300,1
15000US39035116400,4
15000US22033002200,1
15000US49035102000,2
15000US34003050000,4
15000US34013012700,2
15000US27125010200,2
15000US24510260501,2
15000US48157670200,4
15000US37023020500,1
15000US37195000501,1
15000US72111730300,3
15000US22079011300,1
15000US48029121905,1
15000US15003002004,0
15000US48059030200,3
15000US19113002200,1
15000US51177020109,1
15000US21113060200,3
15000US19159950200,3
15000US42003417200,0
15000US27123041602,1
15000US53053063200,4
15000US27123041601,2
15000US21075960100,4
15000US26087334500,1
15000US23025966600,3
15000US56025001401,1
15000US47157011300,0
15000US36023970600,3
15000US28017950100,3
15000US36055010300,3
15000US27137002600,1
15000US22075050600,1
15000US25027758101,0
15000US31109003706,2
15000US21111007800,2
15000US27053027602,5
15000US27053027601,3
15000US42129808600,2
15000US42041010400,2
15000US21013960800,2
15000US06001404400,2
15000US28023950300,3
15000US18095000500,2
15000US19051080100,4
15000US49049010218,3
15000US49049010219,2
15000US48029191413,1
15000US05005950300,2
15000US49049010212,1
15000US33015003602,2
15000US33015003601,3
15000US49049010211,3
15000US49049010216,1
15000US42071013901,3
15000US45083022700,3
15000US49049010215,3
15000US48303010302,2
15000US34007608205,1
15000US34007608206,2
15000US48303010301,1
15000US34007608202,1
15000US22007050600,2
15000US34007608209,2
15000US22017023500,3
15000US05075470300,1
15000US12119910900,0
15000US12099004818,2
15000US06001444500,3
15000US22071002502,3
15000US51059450200,1
15000US28059040600,4
15000US18167011100,6
15000US39095008301,3
15000US38015010500,2
15000US42091204400,3
15000US39095008302,1
15000US38017000300,2
15000US19113002700,1
15000US47037013400,2
15000US45069960302,1
15000US37119003500,1
15000US45069960301,4
15000US42107000200,1
15000US42011012104,1
15000US42011012105,2
15000US36005026300,4
15000US42011012103,1
15000US08014031400,3
15000US42133022300,3
15000US12099004812,1
15000US34025800200,3
15000US25009205400,2
15000US17031700100,1
15000US55137960200,3
15000US54039002100,3
15000US47019071700,2
15000US06081608400,2
15000US48201455200,2
15000US17031710800,5
15000US06037577400,3
15000US12103026913,3
15000US12103026912,3
15000US12103026911,2
15000US12103026910,3
15000US01077010100,1
15000US48451001708,2
15000US36101961800,2
15000US36059411400,5
15000US13185011100,1
15000US26081004300,2
15000US36005035000,1
15000US36081019400,1
15000US23001020300,3
15000US33017084600,0
15000US09003514700,3
15000US39065000500,3
15000US26099251100,1
15000US53053071408,2
15000US47019070100,1
15000US12009071500,1
15000US17031834700,2
15000US42017101803,2
15000US13229960300,3
15000US37067003909,2
15000US37109071202,1
15000US42017101805,0
15000US35013000201,3
15000US37051003307,1
15000US04007000500,2
15000US21019030400,0
15000US33011011401,2
15000US53033010702,2
15000US04013610900,2
15000US37067003906,2
15000US36005002000,5
15000US39035155101,1
15000US39035155102,1
15000US12019030903,2
15000US12019030902,3
15000US28071950503,2
15000US28071950502,1
15000US18067000900,3
15000US12019030904,3
15000US10003012500,5
15000US26099258300,1
15000US37023020600,3
15000US06085505403,2
15000US06085505402,1
15000US06085505401,4
15000US36081045400,1
15000US26123971000,2
15000US51087200409,0
15000US26033970100,2
15000US26025003400,1
15000US39035117900,3
15000US34017007300,0
15000US24003740702,1
15000US17165955100,2
15000US21143980100,0
15000US06071009119,2
15000US06071009118,2
15000US06059075004,1
15000US06071009116,3
15000US06071009114,1
15000US06071009112,0
15000US06059075002,3
15000US06071009110,1
15000US17127970400,2
15000US19109950100,3
15000US26163516300,0
15000US10003002900,3
15000US06115040902,2
15000US36045061100,4
15000US48085031612,3
15000US20015020500,3
15000US56021001901,2
15000US05015950100,1
15000US48085031613,4
15000US39099802800,2
15000US26159010900,4
15000US11001002202,2
15000US11001002201,2
15000US20131480300,2
15000US39167021000,2
15000US47093005501,1
15000US38073969000,1
15000US51760050300,0
15000US51031020600,2
15000US48245010200,1
15000US24510240200,1
15000US37119005907,1
15000US37119005906,3
15000US36103124002,1
15000US17031252000,3
15000US37119005909,1
15000US36047052600,2
15000US37147000501,2
15000US36067013100,3
15000US55131430100,2
15000US37147000502,2
15000US54033031700,1
15000US17031828300,1
15000US17031580800,0
15000US06095251901,2
15000US06095251903,2
15000US06095251902,3
15000US37003040100,2
15000US25003935100,3
15000US24041960201,3
15000US13233010700,4
15000US48201430900,3
15000US12069030102,2
15000US30111000401,1
15000US26103002200,2
15000US06013348000,2
15000US12069030106,0
15000US13135050548,2
15000US12069030104,0
15000US12069030105,4
15000US13135050545,2
15000US01021060700,3
15000US12069030108,0
15000US13135050546,2
15000US13135050541,2
15000US13143010200,3
15000US13135050543,1
15000US13135050542,0
15000US28071950501,4
15000US36093020800,3
15000US18097341100,2
15000US25017339500,3
15000US48173950100,1
15000US50015953200,1
15000US18089011200,4
15000US48071990000,0
15000US47157021138,0
15000US01087232300,1
15000US47065002000,1
15000US20001952900,2
15000US48185180400,0
15000US32003003429,3
15000US36085027704,1
15000US53021020400,5
15000US13305970300,3
15000US01003010704,1
15000US01003010705,2
15000US40103957100,2
15000US01003010703,1
15000US01003010701,3
15000US39069000700,3
15000US51770001100,0
15000US36047054600,2
15000US13213010300,2
15000US05033020204,1
15000US48157675800,2
15000US05033020201,2
15000US08085966201,1
15000US08085966202,2
15000US32003003428,0
15000US29109470400,4
15000US48029161200,1
15000US35013000401,2
15000US35013000402,4
15000US29095018200,0
15000US55001950502,1
15000US48141004107,0
15000US39035115400,1
15000US27123036600,3
15000US39093097300,3
15000US41043020200,0
15000US38021973300,1
15000US42097081600,2
15000US39149971700,2
15000US40031000100,3
15000US47113001610,1
15000US20173001500,2
15000US41067032609,0
15000US20177001601,2
15000US28113950400,1
15000US20177001603,1
15000US06079011101,2
15000US39041010200,3
15000US06079011103,1
15000US06025011400,2
15000US06067004601,4
15000US41067032603,3
15000US06067004602,2
15000US41067032604,4
15000US41067032607,0
15000US41067032606,4
15000US55105003200,2
15000US48245002600,4
15000US34031246201,2
15000US34031246203,2
15000US34031246202,3
15000US39141956100,4
15000US17099963300,2
15000US37063000102,1
15000US45045002812,1
15000US39035151300,2
15000US51720960100,3
15000US51550021012,3
15000US22097961700,4
15000US45045002815,1
15000US45045002814,1
15000US40105172200,1
15000US37101040400,2
15000US48027021700,3
15000US33015050000,1
15000US24025302400,2
15000US42125711000,2
15000US26125166100,1
15000US21177960200,5
15000US36061019000,0
15000US06055201101,1
15000US06055201102,1
15000US42101030800,3
15000US06077003801,2
15000US06077003803,2
15000US06077003802,2
15000US26065004802,2
15000US26065004801,2
15000US36073040200,1
15000US16011950300,4
15000US37035011801,2
15000US37035011802,3
15000US36105951700,3
15000US08031003300,3
15000US26145010401,1
15000US32031002705,2
15000US26145010403,3
15000US26145010402,4
15000US29189210200,3
15000US32031002703,1
15000US48113007821,2
15000US41059940000,1
15000US21119960100,1
15000US36047012200,2
15000US12071050305,0
15000US12071050307,0
15000US12071050306,0
15000US44007003400,3
15000US34023007702,1
15000US34023007703,1
15000US34023007704,1
15000US12071050308,3
15000US42101029900,3
15000US25017331101,1
15000US29095011500,5
15000US41017000100,0
15000US06037119400,3
15000US09009150400,3
15000US48201423302,2
15000US48201423301,2
15000US42133023810,3
15000US36119007300,1
15000US42051261100,1
15000US16005001300,2
15000US51003010800,4
15000US72127002002,1
15000US01043965402,3
15000US01043965401,1
15000US48167722100,5
15000US48209010600,5
15000US51105950300,3
15000US72127980000,0
15000US42007602900,1
15000US34031223802,4
15000US34003031400,5
15000US25003931300,1
15000US34031223801,2
15000US02020000801,6
15000US02020000802,4
15000US36063021400,2
15000US24005408900,1
15000US45007010103,1
15000US19169001100,3
15000US45003021900,3
15000US06037403801,3
15000US55133201201,1
15000US04015954800,2
15000US37003040200,2
15000US27053006800,2
15000US06037403802,2
15000US51153901409,1
15000US51153901408,2
15000US29037061300,3
15000US06073002601,2
15000US06073002602,2
15000US51153901403,2
15000US47009010400,1
15000US18141012000,3
15000US06065049600,2
15000US23005004701,1
15000US40109108005,2
15000US40109108003,4
15000US21051950400,2
15000US32003003420,2
15000US39113020300,2
15000US54039000500,1
15000US22071001745,1
15000US09003417100,1
15000US40109108009,2
15000US29037060700,2
15000US12099000101,2
15000US12099000102,2
15000US23005004702,3
15000US32003004717,1
15000US24045000300,1
15000US34031256804,3
15000US34031256805,2
15000US34031256802,3
15000US34031256803,1
15000US48453001806,3
15000US34031256801,3
15000US48201542200,1
15000US40065968400,3
15000US36047029400,1
15000US37183054007,1
15000US06067007206,1
15000US42101020300,1
15000US26093730102,0
15000US26093730101,0
15000US37183054006,1
15000US33013040000,2
15000US32003004713,3
15000US25027736400,2
15000US34033021900,0
15000US41061970100,3
15000US48397040506,1
15000US31055007453,2
15000US48201330500,2
15000US06067002600,2
15000US23001010700,1
15000US13069010500,2
15000US55121100300,1
15000US26163985000,0
15000US29187950102,2
15000US06037431300,1
15000US48167725900,1
15000US25021456101,1
15000US36055013300,3
15000US01027958900,3
15000US53009001300,2
15000US40109105202,0
15000US25021456102,2
15000US27023950500,1
15000US40109105201,1
15000US22105954102,3
15000US22105954101,2
15000US36047115800,2
15000US17201003705,4
15000US44007017400,2
15000US06037920104,0
15000US26161414700,0
15000US40141070200,0
15000US36035970900,3
15000US06037132300,2
15000US17195000800,2
15000US39009973400,2
15000US06031000300,1
15000US18017950900,3
15000US24031703100,3
15000US06001435102,1
15000US06001435103,2
15000US36113070100,1
15000US01045020300,1
15000US06001435104,2
15000US53033028100,1
15000US26063950800,4
15000US04013106001,0
15000US21117065000,3
15000US06037294610,1
15000US13051003602,4
15000US45091060300,2
15000US55133200901,2
15000US08005083600,2
15000US39049000730,4
15000US01091973300,2
15000US24005411302,0
15000US24005411303,3
15000US25013800300,3
15000US18097380700,2
15000US24005411306,2
15000US06037551101,2
15000US06037551102,2
15000US32003006104,1
15000US21079970100,2
15000US24005411308,2
15000US16001000900,3
15000US18141003000,1
15000US32003003427,1
15000US13049010200,1
15000US45083020500,1
15000US20177003901,3
15000US09001100200,3
15000US06037800325,1
15000US06037800324,3
15000US06037800327,2
15000US06037800326,2
15000US06037800329,2
15000US06037800328,1
15000US49035102100,0
15000US06037275102,1
15000US06037275101,0
15000US20177003902,1
15000US32003006103,1
15000US37025040900,0
15000US18003001600,1
15000US47187050905,2
15000US72103170300,3
15000US32003001501,2
15000US32003001502,3
15000US02013000100,2
15000US42021000700,2
15000US34025805600,1
15000US06069000400,5
15000US26049011401,1
15000US06065043517,1
15000US24013508101,2
15000US24013508102,1
15000US48183010500,3
15000US53033027100,1
15000US12033002500,2
15000US55025011101,2
15000US45045002903,3
15000US55095960800,2
15000US39173022400,2
15000US48139060212,1
15000US39151712202,2
15000US39151712201,1
15000US48139060211,1
15000US39085204302,2
15000US48139060214,2
15000US28121020302,2
15000US12117020808,1
15000US06037406701,2
15000US34031125000,5
15000US06037269500,3
15000US06037406702,3
15000US08123000800,3
15000US04013109602,2
15000US55141011500,3
15000US48201231300,1
15000US15003007811,1
15000US15003007810,2
15000US22019003600,2
15000US26163538200,1
15000US72135510101,3
15000US48141004004,3
15000US39135455002,4
15000US39135455001,1
15000US12117020704,1
15000US51810042802,2
15000US51810042801,4
15000US12105014400,1
15000US06081611400,3
15000US09003494500,3
15000US06037222700,0
15000US26125165200,2
15000US36081049200,2
15000US34017006900,0
15000US37067002808,1
15000US36081059000,0
15000US06037123700,3
15000US06001420100,2
15000US37067002804,2
15000US37067002807,2
15000US27123035500,1
15000US08005081600,3
15000US48187210901,2
15000US09001061500,3
15000US40087400201,2
15000US19049050400,2
15000US40087400202,3
15000US26099261400,2
15000US55009021600,3
15000US42101006300,3
15000US29095009100,3
15000US48113018600,2
15000US25009209200,3
15000US36005022404,2
15000US06017031100,2
15000US36005022401,1
15000US36005022403,1
15000US28033070520,1
15000US28033070521,1
15000US28033070522,2
15000US46083010400,2
15000US42097082100,2
15000US36119013201,1
15000US36081140902,1
15000US17031805002,4
15000US17031805001,3
15000US36081140901,0
15000US39099802100,1
15000US39047926200,3
15000US20041084100,3
15000US12009071338,2
15000US21045950400,2
15000US21117061200,2
15000US50021962700,2
15000US48367140706,2
15000US34039032600,3
15000US37063002100,2
15000US13297110700,3
15000US42017104701,2
15000US09007541600,0
15000US48365950600,1
15000US24021750803,2
15000US48201452802,1
15000US27053026716,3
15000US27053026715,3
15000US25021456200,1
15000US27053026713,3
15000US27053026712,1
15000US27053026711,1
15000US27053026710,5
15000US22089062400,1
15000US25021416300,4
15000US12009071337,3
15000US53063001800,1
15000US54107010800,2
15000US11001001803,1
15000US11001001804,2
15000US48113016619,2
15000US05029950300,1
15000US12001001519,0
15000US41051009501,1
15000US53041971800,3
15000US26145012600,2
15000US40135030201,1
15000US18163003702,4
15000US48291700100,2
15000US26093744800,1
15000US19163010900,1
15000US36005019300,3
15000US40113940007,1
15000US12105012804,2
15000US48055960101,2
15000US12105012802,0
15000US12105012803,2
15000US41005020900,2
15000US19061001102,5
15000US26069000300,2
15000US53005011900,3
15000US39087050500,4
15000US06081604400,2
15000US42049011102,1
15000US06019005505,0
15000US06059011402,1
15000US06059011403,4
15000US16035970100,4
15000US06059011401,1
15000US37047930100,2
15000US53061051914,3
15000US48113016610,3
15000US39035108301,2
15000US51810046005,3
15000US51059491801,1
15000US48113016617,2
15000US36047039800,1
15000US21113060300,1
15000US48201221200,2
15000US41051000100,6
15000US36119012000,2
15000US56001962700,1
15000US36015010700,4
15000US33013003006,1
15000US17003957600,2
